agent_id	claim	value	exact_command	seed	artifact_path
A16	MEASURED BLIND SPOT in the independent audit list, for A24: the oracle gluten terms would not catch a Self-raising Flour leak	oracle.mjs:54 gluten list carries "wheat flour" and "all-purpose flour" but not bare "flour" (:51 comment says flour and oat/rice/corn/sorghum bran are gluten-FREE); A16-conc-5 uses Self-raising Flour. The product gate shipped it to a gluten-excluding persona 0 times so nothing leaked - but the oracle would not have said so.	node -e (count A16-conc-5 slots whose persona allergens include gluten) on A16-conc-recipes-N8-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-conc-recipes-N8-s424242.jsonl
A16	MEASURED: the concentrate does NOT demolish the A3 structural-impossibility proof - it speaks to the A7 LIBRARY sense of impossible, not to botany	IMPOSSIBLE tier n=86 judged: baseline 21 in band (24.4 pct) -> conc-N8 24 (27.9 pct), gained 4 lost 1, across 77 concentrate slots on 47 days. 61 of the 65 baseline IMPOSSIBLE misses survive one concentrate row.	node -e (IMPOSSIBLE-tier pairing) A16-baseline-s424242.jsonl A16-conc-recipes-N8-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-conc-recipes-N8-s424242.jsonl
A16	MEASURED: all 8 concentrate recipes are SNACK slots at 145-236 kcal with fat density 0.54-0.91 g per 100 kcal against a 2.32 target centroid	one low-fat high-protein snack per day is what buys +10.45pts; the A11 finding that the pool is fattier than every target is the mechanism, and C9 records 74 days failing on fat alone with every one OVER band	cat A16-concentrate-recipes-manifest.json	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-concentrate-recipes-manifest.json
A16	ESTIMATED (upper bound that states its own assumption): every A16 curve is a ceiling on real authoring, not a forecast	the catalogue optimises each row directly onto that corner measured target ratio centroid (A16-catalogue-v2.mjs:114, protein weighted 4x in dist()) and admits no taste, cost or repeat-fatigue constraint. A human author aiming less precisely needs MORE rows than these curves say. What would test it: author 4 real concentrate recipes, seed them, re-run the same arms.	read A16-catalogue-v2.mjs lines 110-143	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-catalogue-v2.mjs
A16	MEASURED: C18 compliance - checkdb.mjs never invoked, no re-copy, every A16 arm sits on the fleet baseline dataset	baseline, enrich-vegetarian-N68, enrich-vegan-N40 and conc-recipes-N8 all carry dbHash e55f52e53658a086, foodFingerprint 423e7279ed6af641, poolRaw 910, foodRows 14151; instrument checks 0 disagree / 0 drift / 0 crash / 0 silent-miss on every arm	node -e (read run.dbHash from the first line of each A16 jsonl)	424242	docs/surgery/CAMPAIGN/solver-brain/A16/dev.db
A17	instrument validation: hook passthrough vs plain baseline	639/639 byte-identical day records, b=0 c=0 on all three denominators -- interception is an exact no-op	node A1/rig/compare.v2.mjs A17/A17-baseline-s424242.jsonl A17/A17-passthru-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A17/A17-passthru-s424242.jsonl
A17	instrument validation: closer re-implementation v1 (BROKEN) vs product	559/639 byte-identical, satisfiable-only -0.37 pts (b=5 c=3) -- control CAUGHT a real host-index bug that would have contaminated every downstream delta	node A1/rig/compare.v2.mjs A17/A17-baseline-s424242.jsonl A17/A17-reimpl-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A17/A17-reimpl-s424242.jsonl
A17	instrument validation: closer re-implementation v2 vs product	639/639 byte-identical day records, b=0 c=0 -- re-implementation reproduces shipping macroCloser exactly; all A17 deltas are measured against a validated clone	A17={mode:reimpl} node --require A17/A17-preload-v2.cjs A1/rig/runRig.mjs --agent=A17 --seed=424242 --label=reimpl2 ; compare.v2.mjs	424242	docs/surgery/CAMPAIGN/solver-brain/A17/A17-reimpl2-s424242.jsonl
A17	macro closer firing rate on its OWN denominator (one call per day-solve)	957 fired / 2072 invocations = 46.2 pct -- NOT 9.9 pct	A17={mode:reimpl} A17_TAG=reimpl2 node --require A17/A17-preload-v2.cjs A1/rig/runRig.mjs --agent=A17 --seed=424242	424242	docs/surgery/CAMPAIGN/solver-brain/A17/A17-gatecount-reimpl2.json
A17	DERIVED structural cap on any per-filled-slot closer firing rate	622 judged days / 2818 filled slots = 22.1 pct, because macroCloser.js:116 selects ONE host slot per day -- a per-slot denominator understates the gate ~4.5x	node -e sum of slotsTotal/slotsFilled over A17-baseline-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A17/A17-baseline-s424242.jsonl
A17	which gate binds the closer: terminal-state census, n=2072 invocations	noGap 983 (47.4 pct) / allCandsHarmful 909 (43.9 pct) / capReached 90 (4.3 pct) / noHost 85 (4.1 pct) / noSlots 5 / noAdjusters 0 / noTarget 0	A17={mode:reimpl} A17_TAG=reimpl2 node --require A17/A17-preload-v2.cjs A1/rig/runRig.mjs --agent=A17 --seed=424242	424242	docs/surgery/CAMPAIGN/solver-brain/A17/A17-gatecount-reimpl2.json
A17	closer candidate-set gate: round-0 gaps with zero available adjuster of that role	protein 270 of 1140 protein gaps (23.7 pct); fat 0 of 348; carb 15 of 339 (4.4 pct)	A17={mode:reimpl} A17_TAG=reimpl2 node --require A17/A17-preload-v2.cjs A1/rig/runRig.mjs --agent=A17 --seed=424242	424242	docs/surgery/CAMPAIGN/solver-brain/A17/A17-gatecount-reimpl2.json
A17	candidate-set widening (density-ranked, +8 rows per role, both product gates applied), satisfiable-only PAIRED	+0.19 pts (413->414/536), b=5 c=6 -- UNRESOLVED at the C14 3.45 pt floor, not a gain	A17T={mode:dense,n:8} node --require A17/A17-preload-v2.cjs A1/rig/runRig.mjs --agent=A17 --seed=424242 --treatment=A17/A17-hook-v1.mjs --label=dense8 ; compare.v2.mjs	424242	docs/surgery/CAMPAIGN/solver-brain/A17/A17-dense8-s424242.jsonl
A17	candidate-set widening, ALL DAYS PAIRED (secondary)	+1.61 pts (434->444/622), b=5 c=15 -- below the C14 3.45 pt floor for a two-directional treatment; UNRESOLVED	same command as dense8 row above ; compare.v2.mjs	424242	docs/surgery/CAMPAIGN/solver-brain/A17/A17-dense8-s424242.jsonl
A17	DERIVED: where the widening gain lands	all-days +10 days but satisfiable-only +1 day, so 9 of 10 gained days are in the IMPOSSIBLE tier whose correct output is a refusal (C7)	444-434=10 ; 414-413=1 ; 10-1=9	424242	docs/surgery/CAMPAIGN/solver-brain/A17/A17-dense8-s424242.jsonl
A17	LEAK (C13/C16): widened candidate set OFFERS a C13 latent-leak row to excluded profiles	Sea cucumber, yane (Alaska Native) offered as a protein adjuster on 439 vegan and 229 vegetarian closer invocations; 81 distinct rows offered overall	A17T={mode:dense,n:8} run above; hook flush A17-candidates-dense-n8.json ; node -e cross-ref of A17-dump-dense8-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A17/A17-candidates-dense-n8.json
A17	LEAK REALIZED: widened closer PLACES an animal row into vegan/vegetarian slots	309 placements of Sea cucumber on vegan (277) + vegetarian (32) profiles, out of 2320 total adjuster placements = 13.3 pct -- automatic fail under BRIEF integrity rule 2	A17={mode:reimpl,dump:...} A17T={mode:dense,n:8} run --label=dense8b ; node -e over A17-dump-dense8-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A17/A17-dump-dense8-s424242.jsonl
A17	CONTRADICTION: oracle.mjs does NOT catch the C13 latent-leak list	12 of 13 C13 rows return no match against oracle AUDIT_ALLERGENS + its animal-term lists on a vegan plan (only the Seal/meat row is CAUGHT); oracle reported 0 leaks on the leaking arm	node --input-type=module -e import oracle.mjs {AUDIT_ALLERGENS,hitsAny} over the C13 name list	424242	docs/surgery/CAMPAIGN/solver-brain/A17/A17-dump-dense8-s424242.jsonl
A17	SYMMETRIC TRIMMER prototype (C9 scope), satisfiable-only PAIRED, seed 1	+14.93 pts (413->493/536 = 77.1->92.0 pct), b=4 c=84, McNemar 95 pct CI +11.74 to +18.11, chi2=70.92 -- clears the C14 3.45 pt floor by 4x	A17={mode:reimpl,trim:true,trimMax:3} node --require A17/A17-preload-v2.cjs A1/rig/runRig.mjs --agent=A17 --seed=424242 --treatment=A17/A17-hook-v1.mjs --label=trim3 ; compare.v2.mjs	424242	docs/surgery/CAMPAIGN/solver-brain/A17/A17-trim3-s424242.jsonl
A17	SYMMETRIC TRIMMER, satisfiable-only PAIRED, seed 2 (C14 replication)	+14.55 pts (417->495/536 = 77.8->92.4 pct), b=2 c=80, CI +11.48 to +17.63 -- cross-seed spread 0.38 pts	same trim command, --seed=20260730 ; compare.v2.mjs	20260730	docs/surgery/CAMPAIGN/solver-brain/A17/A17-trim3-s20260730.jsonl
A17	SYMMETRIC TRIMMER, all-days PAIRED, both seeds	+13.34 pts (434->517/622) at s424242 and +13.02 pts (438->519/622) at s20260730	compare.v2.mjs on the trim3 arms	424242,20260730	docs/surgery/CAMPAIGN/solver-brain/A17/A17-trim3-s424242.jsonl
A17	trimmer flip anatomy: which macro had been failing on the days it rescued	87 days gained / 4 lost; of the 87 gained, 53 had been failing fat, 41 carb, 13 kcal, 2 protein (a day can fail several)	node -e paired diff of A17-baseline-s424242.jsonl vs A17-trim3-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A17/A17-trim3-s424242.jsonl
A17	independent confirmation of C9/A15: fat misses are OVER, not short	baseline fat-failing judged days: 97 OVER band, 1 SHORT (99.0 pct over) -- the add-only closer structurally cannot address them	node -e over A17-baseline-s424242.jsonl verdict.fatOverPct	424242	docs/surgery/CAMPAIGN/solver-brain/A17/A17-baseline-s424242.jsonl
A17	TRIMMER HONESTY REGRESSION (integrity rule 3) -- disqualifying as prototyped	s424242: 1 verdict-disagreement AND 1 silent miss (p237#6, tier EASY, style none, engine claims inBand=true matchPct=87, grader false, hasWarning=false hasDiagnosis=false). Baseline 0/0. s20260730: 0/0	rig INSTRUMENT CHECKS line + node -e over honesty.declared in A17-trim3-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A17/A17-trim3-s424242.jsonl
A17	TRIMMER acceptability cost: how much of a real component it deletes	2034 cut events over 890 firing invocations; median 48.9 pct of the component removed; 46.6 pct pinned at the 0.5 TRIM_FRAC cap; 20.0 pct leave under 20 g; median 30 g cut, max 550 g; most-trimmed Olive Oil x135, Beef jerky x134, Hummus x102	A17={mode:reimpl,trim:true,dump:...} run --label=trim3b ; node -e over A17-dump-trim3-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A17/A17-dump-trim3-s424242.jsonl
A20	A3 food-density term is dead: max over all 14151 Food rows using A3-classify-all.mjs:50 expression (kcalPer100g/proteinPer100g - columns do not exist)	0	node docs/surgery/CAMPAIGN/solver-brain/A20/A20-soundness-repair.mjs	qa-fleet-20260729-2032	docs/surgery/CAMPAIGN/solver-brain/A20/A20-soundness-repair.json
A20	same expression with real columns (kcal/protein): max food protein density in library	0.2751 g/kcal	node docs/surgery/CAMPAIGN/solver-brain/A20/A20-soundness-repair.mjs	qa-fleet-20260729-2032	docs/surgery/CAMPAIGN/solver-brain/A20/A20-soundness-repair.json
A20	macro closer ADJUSTER_CANDIDATES surviving the vegan+soy+legume wall, protein role (planContext.js:167-178)	0 of 4, for 16/16 refused personas	node docs/surgery/CAMPAIGN/solver-brain/A20/A20-soundness-repair-v2.mjs	qa-fleet-20260729-2032	docs/surgery/CAMPAIGN/solver-brain/A20/A20-soundness-repair-v2.json
A20	closer protein ceiling from surviving fat/carb adjusters only (MAX_GRAMS macroCloser.js:46)	29.2 g	node docs/surgery/CAMPAIGN/solver-brain/A20/A20-soundness-repair-v2.mjs	qa-fleet-20260729-2032	docs/surgery/CAMPAIGN/solver-brain/A20/A20-soundness-repair-v2.json
A20	SOUND refusal set after repairing the bound with closer reach: personas / days (was A3 16 / 52)	10 personas / 16 days	node docs/surgery/CAMPAIGN/solver-brain/A20/A20-soundness-repair-v2.mjs	qa-fleet-20260729-2032	docs/surgery/CAMPAIGN/solver-brain/A20/A20-soundness-repair-v2.json
A20	days losing their impossibility proof once the macro closer is in the bound (p030,p051,p059,p211,p222,p227)	36 days / 6 personas	node docs/surgery/CAMPAIGN/solver-brain/A20/A20-soundness-repair-v2.mjs	qa-fleet-20260729-2032	docs/surgery/CAMPAIGN/solver-brain/A20/A20-soundness-repair-v2.json
A20	P7_repaired refusal predicate confusion matrix over 578 fleet days: TR/FR/UR/FA-hard/FA-soft/TA	16/0/0/0/90/405	node docs/surgery/CAMPAIGN/solver-brain/A20/A20-final-matrix.mjs	qa-fleet-20260729-2032	docs/surgery/CAMPAIGN/solver-brain/A20/A20-final-matrix.json
A20	P7_repaired refusal precision (KPI-2a) and strict precision (UNKNOWN refusals counted against)	100.0 % and 100.0 %	node docs/surgery/CAMPAIGN/solver-brain/A20/A20-final-matrix.mjs	qa-fleet-20260729-2032	docs/surgery/CAMPAIGN/solver-brain/A20/A20-final-matrix.json
A20	P7_repaired recall against A3/C7 asserted 52-day impossible tier	30.8 % (16/52)	node docs/surgery/CAMPAIGN/solver-brain/A20/A20-final-matrix.mjs	qa-fleet-20260729-2032	docs/surgery/CAMPAIGN/solver-brain/A20/A20-final-matrix.json
A20	P4_A3bound (A3 SCALED bound as a refusal predicate): refused / TR / FR / UR, strict precision	52 / 16 / 0 / 36, 30.8 %	node docs/surgery/CAMPAIGN/solver-brain/A20/A20-final-matrix.mjs	qa-fleet-20260729-2032	docs/surgery/CAMPAIGN/solver-brain/A20/A20-final-matrix.json
A20	P5_tierLabel (refuse the engineered IMPOSSIBLE tier): refused / FR days / UR days / KPI-2a precision	83 / 28 / 39 / 36.4 %	node docs/surgery/CAMPAIGN/solver-brain/A20/A20-final-matrix.mjs	qa-fleet-20260729-2032	docs/surgery/CAMPAIGN/solver-brain/A20/A20-final-matrix.json
A20	P6_ownDiagnose (refuse where app diagnose() says infeasible): refused / FR days / KPI-2a precision	269 / 186 / 7.9 %	node docs/surgery/CAMPAIGN/solver-brain/A20/A20-final-matrix.mjs	qa-fleet-20260729-2032	docs/surgery/CAMPAIGN/solver-brain/A20/A20-final-matrix.json
A20	non-circular falsification: day-instances SOLVED for the 16 A3-refused personas across 2 instruments / 6 runs, and how many landed in band	310 solved, 0 in band	node docs/surgery/CAMPAIGN/solver-brain/A20/A20-finish.mjs	qa-fleet-20260729-2032	docs/surgery/CAMPAIGN/solver-brain/A20/A20-finish.json
A20	exact one-sided 95 % upper bound on false-refusal rate from 0/310 in-band instances (sample evidence only, not the proof)	0.96 %	node docs/surgery/CAMPAIGN/solver-brain/A20/A20-finish.mjs	qa-fleet-20260729-2032	docs/surgery/CAMPAIGN/solver-brain/A20/A20-finish.json
A20	KPI-1 (C7 denominator) delta bought by the sound refusal path vs shipped	+0.00 pts (77.00 % both)	node docs/surgery/CAMPAIGN/solver-brain/A20/A20-final-matrix.mjs	qa-fleet-20260729-2032	docs/surgery/CAMPAIGN/solver-brain/A20/A20-final-matrix.json
A20	KPI-1 (C7) delta bought by denominator laundering: P5_tierLabel / P6_ownDiagnose	+0.78 pts / +23.00 pts	node docs/surgery/CAMPAIGN/solver-brain/A20/A20-final-matrix.mjs	qa-fleet-20260729-2032	docs/surgery/CAMPAIGN/solver-brain/A20/A20-final-matrix.json
A20	engineered IMPOSSIBLE tier days not proven impossible when refused wholesale (28 certificated + 3 unknown of 83)	37.3 %	node docs/surgery/CAMPAIGN/solver-brain/A20/A20-finish.mjs	qa-fleet-20260729-2032	docs/surgery/CAMPAIGN/solver-brain/A20/A20-finish.json
A20	all-days ceiling with a perfect solver, recomputed on the repaired proof (C7/A3 say 91.0 %)	97.2 % (562/578)	node docs/surgery/CAMPAIGN/solver-brain/A20/A20-final-matrix.mjs	qa-fleet-20260729-2032	docs/surgery/CAMPAIGN/solver-brain/A20/A20-final-matrix.json
A20	vegan protein concentrate DOES exist in the library and survives the p073 gate (contradicts A7 zero-rows claim): Seaweed, spirulina, dried	57.5 g protein / 100 g	node docs/surgery/CAMPAIGN/solver-brain/A20/A20-soundness-repair.mjs	qa-fleet-20260729-2032	docs/surgery/CAMPAIGN/solver-brain/A20/A20-soundness-repair.json
A20	dietary style of every day the sound predicate refuses	52/52 vegan	node docs/surgery/CAMPAIGN/solver-brain/A20/A20-finish.mjs	qa-fleet-20260729-2032	docs/surgery/CAMPAIGN/solver-brain/A20/A20-finish.json
A20	infinite-density and supra-physical (>0.25 g/kcal) rows that would break the bound: recipes / foods	0 / 0	node docs/surgery/CAMPAIGN/solver-brain/A20/A20-bound-audit.mjs	qa-fleet-20260729-2032	docs/surgery/CAMPAIGN/solver-brain/A20/A20-bound-audit.json
A20	P1_emptyPool (afterDiet===0), the only already-implemented exact refusal check: days it fires on	0 of 578	node docs/surgery/CAMPAIGN/solver-brain/A20/A20-refusal-eval.mjs	qa-fleet-20260729-2032	docs/surgery/CAMPAIGN/solver-brain/A20/A20-predicate-eval.json
A18	MECHANISM (DERIVED, explains the §3 null): SCORE_WEIGHTS can NEVER change compliance because week selection consults it only AFTER daysInTolerance ties. mealSolver.js:686 selects on "score.daysInTolerance > best.score.daysInTolerance"; SCORE_WEIGHTS enters only via avgMatch at :691 "score.avgMatch > best.score.avgMatch", which is reached only when daysInTolerance is EQUAL. So a weight change re-picks a different week from the equal-daysInTolerance set and the in-band COUNT is preserved by construction	Prediction: discordant pairs must balance exactly (b==c). Observed b==c in 6 of 6 weight arms: s424242 w-equal 3/3, w-graderline 5/5, w-fatheavy 1/1, w-fatcarb 1/1, w-kcalonly 5/5; s20260730 w-kcalonly 4/4. Meanwhile the two weeklyPlanner arms that bypass this rule are strongly unbalanced (c-firstfit b=162 c=29; p-slotsym b=34 c=11)	read backend/src/lib/mealSolver.js:676-701; deltaPaired.b/.c in A18-ab-w-*-s424242.json and A18-ab-w-kcalonly-s20260730.json	424242+20260730	docs/surgery/CAMPAIGN/solver-brain/A18/A18-sweep-s424242.log
A23	A4 cite 1 NASEM 2024 AMDR letter report, adult fat 20-35 pct energy	VERIFIED - Table 3-1 "Fat: 20-35 percent of energy"; 7.5/27.5 = 27.27 pct confirms A4 +/-27.3 pct	WebFetch nationalacademies.org/read/27957/chapter/5	https://www.nationalacademies.org/read/27957/chapter/5	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	A4 cite 2 Delany 2025 Sports Medicine scoping review	VERIFIED - "ranging from 15 to 30% of energy intakes"; "focussed minimal attention"; "often vague, leaving significant room for interpretation"; "three papers advised against excessive restriction below 15%"	WebFetch PMC12513969	https://pmc.ncbi.nlm.nih.gov/articles/PMC12513969/	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	A4 cite 3 Aragon 2017 ISSN position stand AMDR sentence	VERIFIED verbatim - "The AMDR set protein at 10-35%, carbohydrate at 45-65%, and fat at 20-35% of total energy."	WebFetch PMC5470183	https://pmc.ncbi.nlm.nih.gov/articles/PMC5470183/	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	A4 code claims ESSENTIAL_FAT_PER_LB_LBM, fatLo, keto 0.9/1.12	VERIFIED in tree - bmrEngine.js:286 = 0.3 with comment "fat never drops below this"; :322 lbmLb*0.34; :313 fatMid*0.9 and *1.12	Grep bmrEngine.js	n/a	backend/src/lib/bmrEngine.js
A23	A4 unfetched sources Thomas/Erdman/Burke 2016 and Whittaker & Wu 2021	CORRECTLY LABELLED - Thomas 2016 exists (JAND 116:501-528 / MSSE 48:543-568); A4 marked both UNVERIFIED and used neither as support. No overreach.	WebSearch Thomas Erdman Burke 2016 position stand	https://www.jandonline.org/article/S2212-2672(15)01802-X/abstract	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	A5 cite 2 Stigler/NEOS 77 foods 9 nutrients 39.93 vs 39.69	VERIFIED - "9 equations in 77 unknowns"; "His guess for the cost of an optimal diet was $39.93 per year"; simplex optimum $39.69	WebFetch neos-guide.org diet problem	https://neos-guide.org/case-studies/om/the-diet-problem/	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	A5 cite 3 van Dooren 2018 three quotes, 52 studies, 5-37 constraints	VERIFIED verbatim on all three quotes; "The total number of studies included for analysis are 52"; constraints 5-37. Search window 2000-2014 plus stated 2015-2016 additions, so A5 "2000-2016" is defensible	WebFetch frontiersin fnut.2018.00048	https://www.frontiersin.org/journals/nutrition/articles/10.3389/fnut.2018.00048/full	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	A5 cite 4 Maillot 2010, 1171 individuals, 32 nutrients, all feasible	VERIFIED - "a new nutritionally adequate diet was obtained for each individual"; "In half the modeled diets, <5 of the foods usually consumed were replaced"	WebFetch pubmed 19939986	https://pubmed.ncbi.nlm.nih.gov/19939986/	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	A5 cite 6 Leung/Wanitprapha/Quinn 1995 MIP over 895 recipes, weekly	VERIFIED - "mixed-integer programming", "895 popular recipes found in Hawaii", one-week period	WebFetch pubmed 7547833	https://pubmed.ncbi.nlm.nih.gov/7547833/	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	A5 cite 7 Aguilera Moreno 2026 arXiv:2605.13849 exists and matches	VERIFIED - "810 instances (30 USDA foods, 9 configurations, 3 methods)"; "strictly better ... in 66% of cases ... while maintaining 100% feasibility; hard-constraint IP achieves only 48%"; "Solve times stay under 100 ms". Single-author preprint; the submitted-date-vs-arXiv-ID discrepancy A5 flagged is real (Submitted 12 Mar 2026 under a 2605 ID)	WebFetch arxiv.org/abs/2605.13849	https://arxiv.org/abs/2605.13849	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	A5 cite 8 Htiouech & Alzaidi 2017 MMKP NP-hard in strong sense	VERIFIED - "The MMKP is an NP-Hard optimization problem in strong sense."	WebFetch ijcaonline v174 n6	https://ijcaonline.org/archives/volume174/number6/28409-2017915404/	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	A5 formulation class "goal-programming MMKP" / "structurally Leung 1995"	NOT A CITED CLAIM - A5 labels it DERIVED and no source classifies Cut Protocol. Leung 1995 never uses MMKP or goal programming. A25 must not render this as a literature classification	Read A5/FINDINGS.md lines 35-43	n/a	docs/surgery/CAMPAIGN/solver-brain/A5/FINDINGS.md
A23	A6 cite 1 Fitia +/-10 pct calories only	VERIFIED - "Your daily calorie target always includes a +-10% margin ... Lower limit: 1,800 kcal Upper limit: 2,200 kcal"; no per-macro tolerance on the page	WebFetch fitia.app calorie-bar-green-yellow	https://fitia.app/help/articles/calorie-bar-green-yellow	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	A6 cites 2/3 MacroFactor adherence-neutral and dashboard	VERIFIED - "if you exceed your calorie or macronutrient allotments for the day or week"; the ~300 calories figure is presented as a users self-set standard exactly as A6 said; streaks "emphasize the habit of tracking, effort, and consistency over perfection"; no adherence rate reported	WebFetch macrofactor.com/adherence-neutral/ and /dashboard-revamp/	https://macrofactor.com/adherence-neutral/	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	A6 cites 4/5/8/9 Carbon, Eat This Much, Prospre, RP Diet Coach	VERIFIED as null results - Carbon "sticking within the optimal range" with no numbers; ETM "We also suggest fairly loose ranges" with no percentage; Prospre "how accurate you need your macros to be" undefined; RP page (29 Sep 2025) defines no tolerance	WebFetch joincarbon + eatthismuch + prospre + rpstrength	https://www.joincarbon.com/how-it-works	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	A6 cite 7 Cronometer forum 5721	VERIFIED as A6 labelled it - user Beat: "set a Daily Target and Maximum Treshold"; no staff reply in thread; 2023. A6 UNVERIFIED-as-official tag is correct	WebFetch forums.cronometer.com/discussion/5721	https://forums.cronometer.com/discussion/5721/target-range-for-macros	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	A6 cite 10 IIFYM +5 g over / -10 g under (load-bearing for C1 2.4x)	VERIFIED verbatim - Julson MS RDN CLT, Healthline, upd 14 Jun 2023: "As long as you dont go over each macronutrient by more than 5 grams, or under by more than 10 grams, you should still see results." A6 2.4x arithmetic reproduces: 35.5/15 = 2.37	WebFetch healthline.com/nutrition/iifym-guide	https://www.healthline.com/nutrition/iifym-guide	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	A6 contaminated-source tier flag	CONFIRMED INDEPENDENTLY - macro-trackers.com self-publishes the 120-day study (12-participant panel) on its own methodology page; no protocol, named author or institution; its top pick Welling claims portion-error under +-2% and 1.8 s logging; the same ranking is syndicated via openpr.com, a paid press-release wire. Discard tier stands	WebSearch "Macro Tracker Lab" 120-day study	https://www.macro-trackers.com/methodology	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	contaminated tier did NOT propagate downstream	CONFIRMED - case-insensitive grep over all of docs/surgery/CAMPAIGN returns the five domains only in A6/FINDINGS.md:64-65 and CORRECTIONS.md:117-118, i.e. the flag itself. Zero downstream reliance	Grep -i "macro-trackers|hootfitness|nutriscan|caleye|nutrola" docs/surgery/CAMPAIGN	n/a	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	A7 nutritional yeast 13.3 g protein/100 kcal - PROVENANCE MISLABEL	FIGURE VERIFIED, SOURCE TIER WRONG - the Wikipedia table gives 8 g protein / 60 kcal per 15 g but labels it "Bobs Red Mill brand, manufacturer reported values". A7 wrote "citing USDA FoodData Central #1946780". Under the CLAUDE.md provenance rule this is LABEL, not USDA-VERIFIED	WebFetch en.wikipedia.org/wiki/Nutritional_yeast	https://en.wikipedia.org/wiki/Nutritional_yeast	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	A8 cites 1/2 SAT Competition 2024 medals and rules	VERIFIED verbatim - "all categories of the main track, i.e., SAT, UNSAT, SAT+UNSAT"; "Printing a model in case of a satisfiable instance is required for all tracks expect for No-limits. Additionally, UNSAT certificates (proofs) are required for the Main track."; "if a solver reports UNSAT on an instance that was proven to be SAT by some other solver"	WebFetch sat24medals and satcompetition 2024 rules	https://satcompetition.github.io/2024/rules.html	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	A8 cites 3/4/5 Gurobi IIS, MIPLIB infeasible set, Gurobi status codes	VERIFIED - IIS is "a minimal subset of constraints and variable bounds that, if isolated from the rest of the model, is still infeasible"; MIPLIB "The Infeasible Set" 44 instances; INFEASIBLE(3) "Model was proven to be infeasible" distinct from TIME_LIMIT(9)	WebFetch gurobi support 360041448572 + miplib.zib.de/set_infeasible.html + docs.gurobi statuscodes	https://miplib.zib.de/set_infeasible.html	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	A8 cite 6 Liffiton & Sakallah 2008 JAR 40:1-33	VERIFIED bibliographically (link.springer.com 303s to an auth endpoint; title/authors/journal/volume/pages/year confirmed via search and the authors own hosted PDF). No A8 claim rests on it - decorative citation	WebSearch Liffiton Sakallah minimal unsatisfiable subsets JAR 2008	https://sun.iwu.edu/~mliffito/publications/jar_liffiton_CAMUS.pdf	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	FLEET HEADLINE zero fabricated citations across A4-A8	20 of 20 external sources located and confirmed to say what was claimed; 2 correctly self-labelled UNVERIFIED; 1 provenance mislabel (A7 nutritional yeast); 1 derived-class label that must not be reported as literature (A5)	WebFetch x 20 plus WebSearch x 3	n/a	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
